"cause","effect"
"hsa-miR-519d-5p","STON2"
"hsa-miR-519d-5p","STX6"
"hsa-miR-519d-5p","SYNCRIP"
"hsa-miR-519d-5p","TLE4"
"hsa-miR-519d-5p","TRIM37"
"hsa-miR-519d-5p","TRPS1"
"hsa-miR-519d-5p","WDR89"
"hsa-miR-520b","DPYSL5"
"hsa-miR-520c-5p","SCN5A"
"hsa-miR-520d-5p","YWHAZ"
"hsa-miR-532-5p","COL1A1"
"hsa-miR-532-5p","HPCAL4"
"hsa-miR-532-5p","PIK3CB"
"hsa-miR-532-5p","PPM1A"
"hsa-miR-532-5p","RAN"
"hsa-miR-539-5p","ARHGAP29"
"hsa-miR-539-5p","CFL2"
"hsa-miR-539-5p","COL1A1"
"hsa-miR-539-5p","DNMT3A"
"hsa-miR-539-5p","EIF3B"
"hsa-miR-539-5p","FBN2"
"hsa-miR-539-5p","FUNDC2"
"hsa-miR-539-5p","RHOQ"
"hsa-miR-539-5p","ZBED1"
"hsa-miR-542-5p","A1BG"
"hsa-miR-542-5p","ACVR1B"
"hsa-miR-542-5p","ACVR1C"
"hsa-miR-542-5p","ALX1"
"hsa-miR-542-5p","AP1S2"
"hsa-miR-542-5p","APAF1"
"hsa-miR-542-5p","ATP2B4"
"hsa-miR-542-5p","BCLAF1"
"hsa-miR-542-5p","BIRC6"
"hsa-miR-542-5p","BMP7"
"hsa-miR-542-5p","BTAF1"
"hsa-miR-542-5p","CDC5L"
"hsa-miR-542-5p","CNOT1"
"hsa-miR-542-5p","COLQ"
"hsa-miR-542-5p","CTCF"
"hsa-miR-542-5p","CUL7"
"hsa-miR-542-5p","DCX"
"hsa-miR-542-5p","DDX17"
"hsa-miR-542-5p","DDX54"
"hsa-miR-542-5p","EEF2"
"hsa-miR-542-5p","EIF1"
"hsa-miR-542-5p","EIF3D"
"hsa-miR-542-5p","EPHB4"
"hsa-miR-542-5p","EXOSC2"
"hsa-miR-542-5p","EYA3"
"hsa-miR-542-5p","F8"
"hsa-miR-542-5p","FAF1"
"hsa-miR-542-5p","FBLN5"
"hsa-miR-542-5p","FOXK2"
"hsa-miR-542-5p","FOXN3"
"hsa-miR-542-5p","FRMD6"
"hsa-miR-542-5p","GABARAP"
"hsa-miR-542-5p","GIGYF1"
"hsa-miR-542-5p","GRM5"
"hsa-miR-542-5p","GTF3C2"
"hsa-miR-542-5p","HCFC1"
"hsa-miR-542-5p","HIF1AN"
"hsa-miR-542-5p","HMG20A"
"hsa-miR-542-5p","HNF1A"
"hsa-miR-542-5p","HNRNPU"
"hsa-miR-542-5p","HSP90B1"
"hsa-miR-542-5p","HUWE1"
"hsa-miR-542-5p","ID3"
"hsa-miR-542-5p","ILK"
"hsa-miR-542-5p","JARID2"
"hsa-miR-542-5p","KBTBD7"
"hsa-miR-542-5p","KLF12"
"hsa-miR-542-5p","LRRC41"
"hsa-miR-542-5p","LSM11"
"hsa-miR-542-5p","MAP3K13"
"hsa-miR-542-5p","MAST2"
"hsa-miR-542-5p","MAZ"
"hsa-miR-542-5p","MCM4"
"hsa-miR-542-5p","MKI67"
"hsa-miR-542-5p","MMP16"
"hsa-miR-542-5p","MRE11A"
"hsa-miR-542-5p","MSH6"
"hsa-miR-542-5p","MSN"
"hsa-miR-542-5p","NCOR1"
"hsa-miR-542-5p","NDOR1"
"hsa-miR-542-5p","NEBL"
"hsa-miR-542-5p","NOP2"
"hsa-miR-542-5p","NRL"
"hsa-miR-542-5p","NRP1"
"hsa-miR-542-5p","NRXN3"
"hsa-miR-542-5p","NSD1"
"hsa-miR-542-5p","OTUB1"
"hsa-miR-542-5p","PCBP1"
"hsa-miR-542-5p","PFKM"
"hsa-miR-542-5p","PIGR"
"hsa-miR-542-5p","POLA2"
"hsa-miR-542-5p","PRDM2"
"hsa-miR-542-5p","PRKDC"
"hsa-miR-542-5p","PTK6"
"hsa-miR-542-5p","PTPRF"
"hsa-miR-542-5p","PTPRT"
"hsa-miR-542-5p","PURB"
"hsa-miR-542-5p","RAB1A"
"hsa-miR-542-5p","RAB3D"
"hsa-miR-542-5p","RAB7A"
"hsa-miR-542-5p","RAI1"
"hsa-miR-542-5p","RANBP10"
"hsa-miR-542-5p","RBL1"
"hsa-miR-542-5p","RBPMS"
"hsa-miR-542-5p","REST"
"hsa-miR-542-5p","RNF216"
"hsa-miR-542-5p","RNPS1"
"hsa-miR-542-5p","RPP14"
"hsa-miR-542-5p","RTN4"
"hsa-miR-542-5p","S1PR1"
"hsa-miR-542-5p","SETD5"
"hsa-miR-542-5p","SH3KBP1"
"hsa-miR-542-5p","SIX1"
"hsa-miR-542-5p","SLC9A1"
"hsa-miR-542-5p","SMARCA5"
"hsa-miR-542-5p","SPEN"
"hsa-miR-542-5p","SPTBN1"
"hsa-miR-542-5p","SPTBN2"
"hsa-miR-542-5p","SRI"
"hsa-miR-542-5p","STX7"
"hsa-miR-542-5p","SUPT16H"
"hsa-miR-542-5p","TCF20"
"hsa-miR-542-5p","TFPI"
"hsa-miR-542-5p","TLR4"
"hsa-miR-542-5p","TNPO2"
"hsa-miR-542-5p","TNS1"
"hsa-miR-542-5p","TOP2A"
"hsa-miR-542-5p","TOP2B"
"hsa-miR-542-5p","TRAPPC2"
"hsa-miR-542-5p","TRIM28"
"hsa-miR-542-5p","TRIM32"
"hsa-miR-542-5p","U2AF2"
"hsa-miR-542-5p","UBE2O"
"hsa-miR-542-5p","UBR4"
"hsa-miR-542-5p","VANGL2"
"hsa-miR-542-5p","WASF3"
"hsa-miR-542-5p","WDR62"
"hsa-miR-542-5p","WDR73"
"hsa-miR-542-5p","ZBTB43"
"hsa-miR-542-5p","ZEB2"
"hsa-miR-542-5p","ZNF107"
"hsa-miR-542-5p","ZNF346"
"hsa-miR-542-5p","ZXDC"
"hsa-miR-543","CDH11"
"hsa-miR-543","COL5A1"
"hsa-miR-543","KCNA1"
"hsa-miR-548ag","PTBP2"
"hsa-miR-548ah-5p","FBLN2"
"hsa-miR-548ah-5p","PGK1"
"hsa-miR-548ar-5p","ACTR2"
"hsa-miR-548ar-5p","BACH1"
"hsa-miR-548ar-5p","BBS10"
"hsa-miR-548ar-5p","CCNT2"
"hsa-miR-548ar-5p","CLOCK"
"hsa-miR-548ar-5p","DDX3X"
"hsa-miR-548ar-5p","DR1"
"hsa-miR-548ar-5p","IKZF5"
"hsa-miR-548ar-5p","IL6ST"
"hsa-miR-548ar-5p","KIAA1715"
"hsa-miR-548ar-5p","KPNA1"
"hsa-miR-548ar-5p","MCC"
"hsa-miR-548ar-5p","MPP5"
"hsa-miR-548ar-5p","PAFAH1B1"
"hsa-miR-548ar-5p","PAFAH1B2"
"hsa-miR-548ar-5p","RAB33B"
"hsa-miR-548ar-5p","SHFM1"
"hsa-miR-548ar-5p","SKIL"
"hsa-miR-548ar-5p","SNX1"
"hsa-miR-548ar-5p","XIAP"
"hsa-miR-548ar-5p","YAP1"
"hsa-miR-548ar-5p","ZNF451"
"hsa-miR-548av-5p","RLN2"
"hsa-miR-548b-5p","GPR26"
"hsa-miR-548f-5p","LFNG"
"hsa-miR-548j-5p","ARID1A"
"hsa-miR-548j-5p","ASH1L"
"hsa-miR-548j-5p","BTBD3"
"hsa-miR-548j-5p","ETV3"
"hsa-miR-548j-5p","FBLN2"
"hsa-miR-548j-5p","HHIP"
"hsa-miR-548j-5p","IKZF5"
"hsa-miR-548j-5p","KIF3A"
"hsa-miR-548j-5p","MAP2K4"
"hsa-miR-548j-5p","MCC"
"hsa-miR-548j-5p","MTF2"
"hsa-miR-548j-5p","MYO6"
"hsa-miR-548j-5p","NUDT21"
"hsa-miR-548j-5p","PAFAH1B2"
"hsa-miR-548j-5p","PEX7"
"hsa-miR-548j-5p","PKN2"
"hsa-miR-548j-5p","POLR1B"
"hsa-miR-548j-5p","PPP2R5E"
"hsa-miR-548j-5p","PTBP2"
"hsa-miR-548j-5p","RARB"
"hsa-miR-548j-5p","RNF2"
"hsa-miR-548j-5p","RSRC1"
"hsa-miR-548j-5p","RYBP"
"hsa-miR-548j-5p","SMAD5"
"hsa-miR-548j-5p","SMG1"
"hsa-miR-548j-5p","SOX4"
"hsa-miR-548j-5p","SUZ12"
"hsa-miR-548j-5p","SYNCRIP"
"hsa-miR-548j-5p","THRAP3"
"hsa-miR-548j-5p","TRIM37"
"hsa-miR-548j-5p","XRN2"
"hsa-miR-548j-5p","YES1"
"hsa-miR-548j-5p","ZBTB43"
"hsa-miR-548s","FHL2"
"hsa-miR-548s","UQCRB"
"hsa-miR-550a-3-5p","SOX11"
"hsa-miR-551b-5p","APP"
"hsa-miR-551b-5p","ERBB4"
"hsa-miR-551b-5p","FRMD6"
"hsa-miR-551b-5p","HNRNPA2B1"
"hsa-miR-551b-5p","HNRNPF"
"hsa-miR-551b-5p","HNRNPU"
"hsa-miR-551b-5p","IGF1R"
"hsa-miR-551b-5p","MAP4"
"hsa-miR-551b-5p","NDFIP2"
"hsa-miR-551b-5p","NOLC1"
"hsa-miR-551b-5p","NUP210"
"hsa-miR-551b-5p","RTN4IP1"
"hsa-miR-551b-5p","RUNX1"
"hsa-miR-551b-5p","SENP6"
"hsa-miR-551b-5p","SNRPD1"
"hsa-miR-551b-5p","SVEP1"
"hsa-miR-551b-5p","SYNCRIP"
"hsa-miR-556-5p","NUAK1"
"hsa-miR-556-5p","SETD5"
"hsa-miR-5584-5p","EPHA4"
"hsa-miR-5584-5p","UFD1L"
"hsa-miR-5588-5p","KDELR1"
"hsa-miR-559","CCNB1"
"hsa-miR-559","MKI67"
"hsa-miR-5685","CALU"
"hsa-miR-5685","MAPK13"
"hsa-miR-5685","YWHAG"
"hsa-miR-5690","BSPRY"
"hsa-miR-5694","PLXNA3"
"hsa-miR-5699-5p","LZTR1"
"hsa-miR-5701","CDC27"
"hsa-miR-5701","RUNX1T1"
"hsa-miR-5701","SKP2"
"hsa-miR-573","PSG3"
"hsa-miR-574-5p","BCL10"
"hsa-miR-574-5p","MXD1"
"hsa-miR-574-5p","PIP4K2C"
"hsa-miR-574-5p","TRAF5"
"hsa-miR-584-5p","CAV1"
"hsa-miR-584-5p","FYN"
"hsa-miR-584-5p","GSN"
"hsa-miR-584-5p","HOOK1"
"hsa-miR-584-5p","IGFBP5"
"hsa-miR-584-5p","SETD5"
"hsa-miR-584-5p","SPTBN2"
"hsa-miR-584-5p","TRIB3"
"hsa-miR-584-5p","ZNF512B"
"hsa-miR-584-5p","ZNF655"
"hsa-miR-584-5p","ZNF83"
"hsa-miR-589-5p","AR"
"hsa-miR-589-5p","C3"
"hsa-miR-589-5p","CALM3"
"hsa-miR-589-5p","CAPRIN1"
"hsa-miR-589-5p","CCDC120"
"hsa-miR-589-5p","GATAD2B"
"hsa-miR-589-5p","GOSR1"
"hsa-miR-589-5p","MED28"
"hsa-miR-589-5p","PARP2"
"hsa-miR-589-5p","RREB1"
"hsa-miR-589-5p","SETD5"
"hsa-miR-589-5p","SPRED1"
"hsa-miR-590-5p","ANXA1"
"hsa-miR-590-5p","BRF2"
"hsa-miR-590-5p","CFDP1"
"hsa-miR-590-5p","CHAF1A"
"hsa-miR-590-5p","DACT1"
"hsa-miR-590-5p","HDLBP"
"hsa-miR-590-5p","HOXD8"
"hsa-miR-590-5p","KHSRP"
"hsa-miR-590-5p","MAP3K8"
"hsa-miR-590-5p","MORF4L1"
"hsa-miR-590-5p","PACSIN2"
"hsa-miR-590-5p","PSMA4"
"hsa-miR-590-5p","RAB11A"
"hsa-miR-590-5p","RAB1A"
"hsa-miR-590-5p","RABGEF1"
"hsa-miR-590-5p","RABIF"
"hsa-miR-590-5p","RBM10"
"hsa-miR-590-5p","RNF11"
"hsa-miR-590-5p","RPL8"
"hsa-miR-590-5p","S100A10"
"hsa-miR-590-5p","SKP1"
"hsa-miR-590-5p","THBD"
"hsa-miR-590-5p","TROVE2"
"hsa-miR-590-5p","WDR61"
"hsa-miR-590-5p","YWHAB"
"hsa-miR-590-5p","YWHAZ"
"hsa-miR-590-5p","ZFAND6"
"hsa-miR-592","CDKL1"
"hsa-miR-598-5p","BCOR"
"hsa-miR-598-5p","CALM2"
"hsa-miR-598-5p","GTF3C1"
"hsa-miR-598-5p","NCL"
"hsa-miR-598-5p","YWHAH"
"hsa-miR-603","BHLHE40"
"hsa-miR-603","CCND1"
"hsa-miR-607","CREBZF"
"hsa-miR-607","CTNNB1"
"hsa-miR-607","CUBN"
"hsa-miR-607","HMGN1"
"hsa-miR-607","KSR2"
"hsa-miR-607","POLR2D"
"hsa-miR-607","RAD52"
"hsa-miR-607","RHOA"
"hsa-miR-607","SH3KBP1"
"hsa-miR-607","TCERG1"
"hsa-miR-607","YTHDC1"
"hsa-miR-615-5p","ADNP"
"hsa-miR-615-5p","AKAP11"
"hsa-miR-615-5p","AP1G1"
"hsa-miR-615-5p","ASH1L"
"hsa-miR-615-5p","ATP2B1"
"hsa-miR-615-5p","ATRX"
"hsa-miR-615-5p","BCLAF1"
"hsa-miR-615-5p","BCOR"
"hsa-miR-615-5p","BIRC6"
"hsa-miR-615-5p","CALR"
"hsa-miR-615-5p","CAMSAP1"
"hsa-miR-615-5p","CANX"
"hsa-miR-615-5p","CDKN2A"
"hsa-miR-615-5p","CHD8"
"hsa-miR-615-5p","CNOT1"
"hsa-miR-615-5p","COL6A1"
"hsa-miR-615-5p","CSNK2A1"
"hsa-miR-615-5p","CTCF"
"hsa-miR-615-5p","CTNND1"
"hsa-miR-615-5p","CUL4A"
"hsa-miR-615-5p","DBN1"
"hsa-miR-615-5p","DENND4A"
"hsa-miR-615-5p","EP300"
"hsa-miR-615-5p","EP400"
"hsa-miR-615-5p","EXOC8"
"hsa-miR-615-5p","FBXO28"
"hsa-miR-615-5p","GOSR1"
"hsa-miR-615-5p","GPBP1L1"
"hsa-miR-615-5p","GSK3B"
"hsa-miR-615-5p","GTF3C4"
"hsa-miR-615-5p","HLA-C"
"hsa-miR-615-5p","HLTF"
"hsa-miR-615-5p","HNRNPK"
"hsa-miR-615-5p","KIAA1191"
"hsa-miR-615-5p","KLHL8"
"hsa-miR-615-5p","MAP3K2"
"hsa-miR-615-5p","MATR3"
"hsa-miR-615-5p","MEF2A"
"hsa-miR-615-5p","MID1IP1"
"hsa-miR-615-5p","MLLT10"
"hsa-miR-615-5p","MSH6"
"hsa-miR-615-5p","MXI1"
"hsa-miR-615-5p","MYO9A"
"hsa-miR-615-5p","NBR1"
"hsa-miR-615-5p","NCOR1"
"hsa-miR-615-5p","NR2C2"
"hsa-miR-615-5p","NSD1"
"hsa-miR-615-5p","NUP50"
"hsa-miR-615-5p","PABPC1"
"hsa-miR-615-5p","PAFAH1B2"
"hsa-miR-615-5p","PCBP2"
"hsa-miR-615-5p","PDCD7"
"hsa-miR-615-5p","POLR2B"
"hsa-miR-615-5p","PSMB5"
"hsa-miR-615-5p","PTPN3"
"hsa-miR-615-5p","PUM2"
"hsa-miR-615-5p","PURA"
"hsa-miR-615-5p","RAB5B"
"hsa-miR-615-5p","RAPGEF2"
"hsa-miR-615-5p","RBAK"
"hsa-miR-615-5p","RFX3"
"hsa-miR-615-5p","RPA1"
"hsa-miR-615-5p","SF3A1"
"hsa-miR-615-5p","SF3A3"
"hsa-miR-615-5p","SF3B1"
"hsa-miR-615-5p","SIL1"
"hsa-miR-615-5p","SMARCA2"
"hsa-miR-615-5p","SMARCC2"
"hsa-miR-615-5p","SMC1A"
"hsa-miR-615-5p","SMC3"
"hsa-miR-615-5p","SOCS7"
"hsa-miR-615-5p","SP1"
"hsa-miR-615-5p","SPEN"
"hsa-miR-615-5p","SUPT16H"
"hsa-miR-615-5p","TBP"
"hsa-miR-615-5p","TCERG1"
"hsa-miR-615-5p","TMPO"
"hsa-miR-615-5p","TOMM70A"
"hsa-miR-615-5p","TOX4"
"hsa-miR-615-5p","TPR"
"hsa-miR-615-5p","USP7"
"hsa-miR-615-5p","WDR33"
"hsa-miR-615-5p","YY1"
"hsa-miR-615-5p","ZFYVE9"
"hsa-miR-615-5p","ZNF235"
"hsa-miR-615-5p","ZNF426"
"hsa-miR-616-5p","ATXN3"
"hsa-miR-616-5p","NPHP1"
"hsa-miR-616-5p","PARD6B"
"hsa-miR-616-5p","PLEKHA1"
"hsa-miR-624-5p","MAP2K1"
"hsa-miR-642a-5p","KRAS"
"hsa-miR-642a-5p","MED21"
"hsa-miR-642a-5p","MTF2"
"hsa-miR-642a-5p","PDCL"
"hsa-miR-6507-5p","AKAP2"
"hsa-miR-6507-5p","CDK5R1"
"hsa-miR-6507-5p","CREBBP"
"hsa-miR-6507-5p","EFNA2"
"hsa-miR-6507-5p","ERBB3"
"hsa-miR-6507-5p","LRRC41"
"hsa-miR-6507-5p","LUC7L2"
"hsa-miR-6507-5p","MAP2K1"
"hsa-miR-6507-5p","NEBL"
"hsa-miR-6507-5p","PGK1"
"hsa-miR-6507-5p","SETD5"
"hsa-miR-6507-5p","TRAPPC2"
"hsa-miR-6510-5p","ABT1"
"hsa-miR-6510-5p","BNC2"
"hsa-miR-6510-5p","CCNB1IP1"
"hsa-miR-6510-5p","ITM2C"
"hsa-miR-6510-5p","KCTD15"
"hsa-miR-6510-5p","LDB1"
"hsa-miR-6510-5p","SALL2"
"hsa-miR-6510-5p","SGSM2"
"hsa-miR-6510-5p","TNFRSF13C"
"hsa-miR-6510-5p","TRIM29"
"hsa-miR-6511b-5p","GABPB1"
"hsa-miR-6511b-5p","GOSR2"
"hsa-miR-6511b-5p","HNRNPK"
"hsa-miR-652-5p","ACTG1"
"hsa-miR-652-5p","AP1G1"
"hsa-miR-652-5p","ATP5B"
"hsa-miR-652-5p","BTF3"
"hsa-miR-652-5p","CADM1"
"hsa-miR-652-5p","CSNK1A1"
"hsa-miR-652-5p","EIF4ENIF1"
"hsa-miR-652-5p","EML4"
"hsa-miR-652-5p","H3F3B"
"hsa-miR-652-5p","HOXA9"
"hsa-miR-652-5p","IARS"
"hsa-miR-652-5p","IRS4"
"hsa-miR-652-5p","IVNS1ABP"
"hsa-miR-652-5p","KCNB1"
"hsa-miR-652-5p","MORF4L2"
"hsa-miR-652-5p","MRAS"
"hsa-miR-652-5p","NDE1"
"hsa-miR-652-5p","NFAT5"
"hsa-miR-652-5p","NFE2L1"
"hsa-miR-652-5p","NUP98"
"hsa-miR-652-5p","NXF1"
"hsa-miR-652-5p","PHF12"
"hsa-miR-652-5p","POLR2A"
"hsa-miR-652-5p","POM121"
"hsa-miR-652-5p","PTK6"
"hsa-miR-652-5p","RBM23"
"hsa-miR-652-5p","RPL4"
"hsa-miR-652-5p","SDC1"
"hsa-miR-652-5p","SF3A1"
"hsa-miR-652-5p","SNX5"
"hsa-miR-652-5p","SRPK1"
"hsa-miR-652-5p","TP53"
"hsa-miR-652-5p","ZBTB44"
"hsa-miR-652-5p","ZNF431"
"hsa-miR-660-5p","DBN1"
"hsa-miR-660-5p","HMOX1"
"hsa-miR-660-5p","NFAM1"
"hsa-miR-660-5p","PTAFR"
"hsa-miR-663a","NAV2"
"hsa-miR-663a","VAV3"
"hsa-miR-665","POLR1E"
"hsa-miR-668-5p","SH3PXD2A"
"hsa-miR-6715a-3p","CNOT6"
"hsa-miR-6715a-3p","FOXO1"
"hsa-miR-6715a-3p","GEMIN4"
"hsa-miR-6715a-3p","KCNMB1"
"hsa-miR-6715a-3p","KSR2"
"hsa-miR-6715b-5p","CIT"
"hsa-miR-6715b-5p","GLP2R"
"hsa-miR-6715b-5p","POLR1B"
"hsa-miR-6715b-5p","STON2"
"hsa-miR-6716-5p","CASP2"
"hsa-miR-6716-5p","CBX5"
"hsa-miR-6716-5p","HEYL"
"hsa-miR-6716-5p","HSP90AB1"
"hsa-miR-6716-5p","PLAGL2"
"hsa-miR-6716-5p","RPS27A"
"hsa-miR-6716-5p","TGIF1"
"hsa-miR-6716-5p","ZNF417"
"hsa-miR-6720-5p","EBI3"
"hsa-miR-6720-5p","HNRNPL"
"hsa-miR-6720-5p","RELA"
"hsa-miR-6720-5p","SNRPD1"
"hsa-miR-6720-5p","TEAD1"
"hsa-miR-6720-5p","TK1"
"hsa-miR-6730-5p","ARID1A"
"hsa-miR-6730-5p","BAZ2A"
"hsa-miR-6730-5p","CCNT1"
"hsa-miR-6730-5p","CRY2"
"hsa-miR-6730-5p","DCP2"
"hsa-miR-6730-5p","EZR"
"hsa-miR-6730-5p","FZD9"
"hsa-miR-6730-5p","HNRNPU"
"hsa-miR-6730-5p","MTF2"
"hsa-miR-6730-5p","NOS1AP"
"hsa-miR-6730-5p","NUFIP2"
"hsa-miR-6730-5p","PRDM2"
"hsa-miR-6730-5p","SDC4"
"hsa-miR-6730-5p","TWF1"
"hsa-miR-6730-5p","VPS4B"
"hsa-miR-6730-5p","ZNF516"
"hsa-miR-6730-5p","ZNF83"
"hsa-miR-6732-5p","CDC6"
"hsa-miR-6732-5p","HOXB13"
"hsa-miR-6734-5p","ATP2B4"
"hsa-miR-6734-5p","HNRNPA0"
"hsa-miR-6734-5p","MED30"
"hsa-miR-6734-5p","PDE4DIP"
"hsa-miR-6734-5p","WASF3"
"hsa-miR-6734-5p","ZDHHC3"
"hsa-miR-6734-5p","ZSCAN16"
"hsa-miR-6737-5p","ATXN2"
"hsa-miR-6746-5p","CCDC120"
"hsa-miR-6746-5p","CD3EAP"
"hsa-miR-6746-5p","CNTROB"
"hsa-miR-6746-5p","E2F2"
"hsa-miR-6746-5p","EXOSC2"
"hsa-miR-6746-5p","NPR1"
"hsa-miR-6746-5p","PBLD"
"hsa-miR-6746-5p","PLA2G4A"
"hsa-miR-6746-5p","POLR1E"
"hsa-miR-6746-5p","SEPHS1"
"hsa-miR-6746-5p","SNRPD1"
"hsa-miR-6746-5p","STX7"
"hsa-miR-6746-5p","TRAF1"
"hsa-miR-6746-5p","WDR73"
"hsa-miR-6747-5p","LRP10"
"hsa-miR-6753-5p","CD28"
"hsa-miR-6756-5p","PTBP1"
"hsa-miR-6756-5p","TP53"
"hsa-miR-6761-5p","APIP"
"hsa-miR-6761-5p","ROBO4"
"hsa-miR-6761-5p","SLC2A1"
"hsa-miR-6761-5p","TPM1"
"hsa-miR-6761-5p","TXNIP"
"hsa-miR-6761-5p","ZNF74"
"hsa-miR-6766-5p","FZD5"
"hsa-miR-6769b-5p","ETV3"
"hsa-miR-6769b-5p","OXSR1"
"hsa-miR-6769b-5p","RREB1"
"hsa-miR-6769b-5p","SETBP1"
"hsa-miR-6770-5p","ARF3"
"hsa-miR-6770-5p","ASH2L"
"hsa-miR-6770-5p","TJP3"
"hsa-miR-6779-5p","ARRB2"
"hsa-miR-6791-5p","AGTPBP1"
"hsa-miR-6791-5p","APPBP2"
"hsa-miR-6791-5p","BMPR1A"
"hsa-miR-6791-5p","HIP1"
"hsa-miR-6791-5p","LIMS1"
"hsa-miR-6791-5p","MAPK1"
"hsa-miR-6791-5p","MRE11A"
"hsa-miR-6791-5p","NCKAP1"
"hsa-miR-6791-5p","SP1"
"hsa-miR-6791-5p","ZKSCAN1"
"hsa-miR-6799-5p","ABI2"
"hsa-miR-6799-5p","CCL22"
"hsa-miR-6799-5p","CLSTN1"
"hsa-miR-6799-5p","ITGA3"
"hsa-miR-6799-5p","KRT8"
"hsa-miR-6799-5p","PIGR"
"hsa-miR-6799-5p","PITPNA"
"hsa-miR-6799-5p","PLAGL2"
"hsa-miR-6799-5p","PLEKHB2"
"hsa-miR-6799-5p","RAB11FIP4"
"hsa-miR-6799-5p","SSBP2"
"hsa-miR-6799-5p","SYNJ2"
"hsa-miR-6799-5p","TES"
"hsa-miR-6799-5p","TRAF3IP2"
"hsa-miR-6799-5p","TSPYL4"
"hsa-miR-6799-5p","VANGL2"
"hsa-miR-6799-5p","VAV3"
"hsa-miR-6799-5p","WEE1"
"hsa-miR-6799-5p","WNT7B"
"hsa-miR-6799-5p","ZNF250"
"hsa-miR-6802-5p","SLAMF1"
"hsa-miR-6808-5p","IRAK3"
"hsa-miR-6808-5p","PLCE1"
"hsa-miR-6809-5p","ADIPOR2"
"hsa-miR-6809-5p","CENPJ"
"hsa-miR-6809-5p","DTX1"
"hsa-miR-6809-5p","HNRNPU"
"hsa-miR-6809-5p","JARID2"
"hsa-miR-6809-5p","MSH6"
"hsa-miR-6809-5p","NAV2"
"hsa-miR-6809-5p","TRIM8"
"hsa-miR-6810-5p","CCDC137"
"hsa-miR-6810-5p","NAGK"
"hsa-miR-6810-5p","SGTB"
"hsa-miR-6821-5p","PI4K2B"
"hsa-miR-6821-5p","PRIM1"
"hsa-miR-6821-5p","XIAP"
"hsa-miR-6821-5p","ZNF431"
"hsa-miR-6825-5p","OGG1"
"hsa-miR-6825-5p","SUV39H1"
"hsa-miR-6825-5p","THRA"
"hsa-miR-6831-5p","RAB11FIP4"
"hsa-miR-6831-5p","TPM1"
"hsa-miR-6835-5p","KIAA0408"
"hsa-miR-6836-5p","NIF3L1"
"hsa-miR-6836-5p","ZSCAN16"
"hsa-miR-6846-5p","CD55"
"hsa-miR-6858-5p","CELSR2"
"hsa-miR-6858-5p","CLDN1"
"hsa-miR-6858-5p","EDA2R"
"hsa-miR-6858-5p","HOXC13"
"hsa-miR-6858-5p","LMNB1"
"hsa-miR-6858-5p","PEG10"
"hsa-miR-6858-5p","PRKX"
"hsa-miR-6858-5p","RAD18"
"hsa-miR-6858-5p","RASD2"
"hsa-miR-6858-5p","TRAF3IP2"
"hsa-miR-6858-5p","TXLNA"
"hsa-miR-6858-5p","WNT7B"
"hsa-miR-6858-5p","ZNF329"
"hsa-miR-6858-5p","ZNF516"
"hsa-miR-6874-5p","COL9A2"
"hsa-miR-6874-5p","PPP1R10"
"hsa-miR-6874-5p","SH3GLB1"
"hsa-miR-6874-5p","TXNIP"
"hsa-miR-6875-5p","RBX1"
"hsa-miR-6877-5p","ERBB2IP"
"hsa-miR-6877-5p","GABPB1"
"hsa-miR-6877-5p","SP2"
"hsa-miR-6877-5p","SRFBP1"
"hsa-miR-6877-5p","VTA1"
"hsa-miR-6877-5p","ZNF426"
"hsa-miR-6877-5p","ZNF91"
"hsa-miR-6878-5p","CDCP1"
"hsa-miR-6878-5p","F2RL1"
"hsa-miR-6878-5p","GLUL"
"hsa-miR-6878-5p","PTPRE"
"hsa-miR-6878-5p","TJP3"
"hsa-miR-6881-5p","A1CF"
"hsa-miR-6887-5p","RDX"
"hsa-miR-6887-5p","RREB1"
"hsa-miR-6893-5p","FCGR3B"
"hsa-miR-7-5p","ACTB"
"hsa-miR-7-5p","ACTG1"
"hsa-miR-7-5p","ARHGEF2"
"hsa-miR-7-5p","DAZAP2"
"hsa-miR-7-5p","HEXIM1"
"hsa-miR-7-5p","HSPA8"
"hsa-miR-7-5p","PPARA"
"hsa-miR-7-5p","PRDX1"
"hsa-miR-7-5p","PTMA"
"hsa-miR-7-5p","PTTG1IP"
"hsa-miR-7-5p","SNCA"
"hsa-miR-7-5p","TXLNA"
"hsa-miR-7-5p","VAMP8"
"hsa-miR-708-5p","AKT2"
"hsa-miR-708-5p","CLNS1A"
"hsa-miR-708-5p","CPNE2"
"hsa-miR-708-5p","HNRNPC"
"hsa-miR-708-5p","LPHN1"
"hsa-miR-708-5p","NFE2L1"
"hsa-miR-708-5p","NFYC"
"hsa-miR-708-5p","NOTCH3"
"hsa-miR-708-5p","PLXND1"
"hsa-miR-708-5p","RBM14"
"hsa-miR-708-5p","RBM23"
"hsa-miR-708-5p","SORT1"
"hsa-miR-708-5p","SPARC"
"hsa-miR-708-5p","TM4SF1"
"hsa-miR-708-5p","TSC22D1"
"hsa-miR-708-5p","WNK1"
"hsa-miR-7110-5p","HHIP"
"hsa-miR-7156-5p","PSME3"
"hsa-miR-7156-5p","ZNF410"
"hsa-miR-7160-5p","NDRG1"
"hsa-miR-744-5p","EEF1A2"
"hsa-miR-744-5p","ENO1"
